Holder,Shares,Date Reported,% Out,Value,ABV
Karpus Management Inc,4695212,2021-09-29,0.1482,69254377,BFZ
"Rivernorth Capital Management, Llc",938440,2021-09-29,0.0296,13841990,BFZ
"1607 Capital Partners, LLC",742971,2021-09-29,0.0235,10958822,BFZ
SIT Investment Associates Inc,544724,2021-09-29,0.0172,8034679,BFZ
"Guggenheim Capital, LLC",471490,2021-09-29,0.0149,6954477,BFZ
Wells Fargo & Company,293676,2021-09-29,0.009300000000000001,4331721,BFZ
Morgan Stanley,270198,2021-09-29,0.0085,3985420,BFZ
"Saba Capital Management, L.P.",213980,2021-09-29,0.0068000000000000005,3156205,BFZ
"Advisors Asset Management, Inc.",187569,2021-09-29,0.0059,2766642,BFZ
Dakota Wealth Management,163916,2021-09-29,0.0052,2417761,BFZ
