Holder,Shares,Date Reported,% Out,Value,ABV
"Goldman Sachs Group, Inc.",260479,2021-09-29,0.0127,3073652,NISN
"Renaissance Technologies, LLC",140986,2021-09-29,0.0069,1663634,NISN
Marshall Wace LLP,65978,2021-09-29,0.0032,778540,NISN
Nomura Holdings Inc.,34858,2021-09-29,0.0017000000000000001,411324,NISN
Millennium Management LLC,31381,2021-09-29,0.0015,370295,NISN
State Street Corporation,26480,2021-09-29,0.0013,312464,NISN
Invesco Ltd.,14393,2021-09-29,0.0007000000000000001,169837,NISN
HRT Financial LLC,12968,2021-09-29,0.0006,153022,NISN
"Geode Capital Management, LLC",11226,2021-09-29,0.0005,132466,NISN
Virtu Financial LLC,10739,2021-09-29,0.0005,126720,NISN
