0,1,ABV
Net Assets,,PAXS
NAV,,PAXS
PE Ratio (TTM),,PAXS
Yield,,PAXS
YTD Daily Total Return,,PAXS
Beta (5Y Monthly),,PAXS
Expense Ratio (net),,PAXS
Inception Date,,PAXS
