Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,17681386,2021-09-29,0.136,1538280582,CHRW
"Vanguard Group, Inc. (The)",15787179,2021-09-29,0.1215,1373484573,CHRW
"First Eagle Investment Management, LLC",10511539,2021-09-29,0.0809,914503893,CHRW
State Street Corporation,9199854,2021-09-29,0.0708,800387298,CHRW
Bank of America Corporation,4105709,2021-09-29,0.0316,357196683,CHRW
"Geode Capital Management, LLC",2643608,2021-09-29,0.0203,229993896,CHRW
"Parnassus Investments, LLC",1920927,2021-09-29,0.0148,167120649,CHRW
Price (T.Rowe) Associates Inc,1691586,2021-09-29,0.013000000000000001,147167982,CHRW
ArrowMark Colorado Holdings LLC,1661527,2021-09-29,0.0128,144552849,CHRW
Northern Trust Corporation,1573896,2021-09-29,0.0121,136928952,CHRW
