Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",24185260,2021-09-29,0.09910000000000001,4027087642,PXD
Blackrock Inc.,16557653,2021-09-29,0.0678,2757014801,PXD
State Street Corporation,14952797,2021-09-29,0.061200000000000004,2489790228,PXD
Capital World Investors,12922031,2021-09-29,0.0529,2151647381,PXD
"Wellington Management Group, LLP",12601691,2021-09-29,0.0516,2098307568,PXD
Invesco Ltd.,5586077,2021-09-29,0.0229,930137681,PXD
Primecap Management Company,4830296,2021-09-29,0.019799999999999998,804292586,PXD
JP Morgan Chase & Company,4588424,2021-09-29,0.018799999999999997,764018480,PXD
Massachusetts Financial Services Co.,4408225,2021-09-29,0.0181,734013544,PXD
"Geode Capital Management, LLC",4299002,2021-09-29,0.0176,715826823,PXD
