Holder,Shares,Date Reported,% Out,Value,ABV
Price (T.Rowe) Associates Inc,9447493,2021-09-29,0.1265,2070701515,COUP
"Vanguard Group, Inc. (The)",6656804,2021-09-29,0.0891,1459038300,COUP
Morgan Stanley,5840279,2021-09-29,0.0782,1280072351,COUP
Blackrock Inc.,5791130,2021-09-29,0.0775,1269299873,COUP
Lone Pine Capital Llc,4566251,2021-09-29,0.0611,1000830894,COUP
"Viking Global Investors, L.P.",3917895,2021-09-29,0.0525,858724226,COUP
"FMR, LLC",2055926,2021-09-29,0.0275,450617860,COUP
Alkeon Capital Management LLC,1639135,2021-09-29,0.0219,359265609,COUP
State Street Corporation,1552770,2021-09-29,0.0208,340336128,COUP
"Tiger Global Management, LLC",1499000,2021-09-29,0.020099999999999996,328550820,COUP
