Holder,Shares,Date Reported,% Out,Value,ABV
Stephens Inc. (Stephens Capital Management),806298,2021-09-29,0.0926,35219096,KRUS
"Driehaus Capital Management, LLC",233871,2021-09-29,0.0268,10215485,KRUS
"Portolan Capital Management, LLC",233345,2021-09-29,0.0268,10192509,KRUS
"Vanguard Group, Inc. (The)",202011,2021-09-29,0.0232,8823840,KRUS
Blackrock Inc.,177230,2021-09-29,0.0203,7741406,KRUS
Next Century Growth Investors LLC,174963,2021-09-29,0.020099999999999996,7642383,KRUS
Morgan Stanley,117041,2021-09-29,0.0134,5112350,KRUS
Putnam Investments LLC,113752,2021-09-29,0.0131,4968687,KRUS
"Roubaix Capital, LLC",102279,2021-09-29,0.011699999999999999,4467546,KRUS
"Pacifica Capital Investments, LLC",91331,2021-09-29,0.0105,3989338,KRUS
