Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,7117418,2021-09-29,0.1518,342846025,GKOS
"Vanguard Group, Inc. (The)",4921231,2021-09-29,0.105,237055697,GKOS
"Wellington Management Group, LLP",3797177,2021-09-29,0.081,182910016,GKOS
"Brown Capital Management, Inc.",3215858,2021-09-29,0.06860000000000001,154907879,GKOS
Baillie Gifford and Company,2020325,2021-09-29,0.0431,97319055,GKOS
State Street Corporation,1636455,2021-09-29,0.0349,78828037,GKOS
Artisan Partners Limited Partnership,1611489,2021-09-29,0.0344,77625425,GKOS
Janus Henderson Group PLC,1562319,2021-09-29,0.0333,75256906,GKOS
Capital World Investors,750322,2021-09-29,0.016,36143010,GKOS
"Geode Capital Management, LLC",747917,2021-09-29,0.016,36027161,GKOS
