Holder,Shares,Date Reported,% Out,Value,ABV
"McElhenny Sheffield Capital Management, LLC",96362,2021-09-29,0.0501,3149110,MTEX
Blackrock Inc.,63376,2021-09-29,0.033,2071127,MTEX
"Renaissance Technologies, LLC",59699,2021-09-29,0.0311,1950963,MTEX
Acadian Asset Management. LLC,39503,2021-09-29,0.0206,1290958,MTEX
"Vanguard Group, Inc. (The)",38873,2021-09-29,0.0202,1270369,MTEX
"Bridgeway Capital Management, Inc.",38809,2021-09-29,0.0202,1268278,MTEX
Northern Trust Corporation,11570,2021-09-29,0.006,378107,MTEX
"Quinn Opportunity Partners, LLC",8595,2021-09-29,0.0045000000000000005,280884,MTEX
"Geode Capital Management, LLC",7357,2021-09-29,0.0038,240426,MTEX
JP Morgan Chase & Company,1879,2021-09-29,0.001,61405,MTEX
