Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",225371,2021-09-29,0.018799999999999997,736963,SGBX
"Group One Trading, L.P.",189318,2021-09-29,0.0158,619069,SGBX
Blackrock Inc.,133546,2021-09-29,0.0111,436695,SGBX
"Geode Capital Management, LLC",64686,2021-09-29,0.0054,211523,SGBX
State Street Corporation,50606,2021-09-29,0.0042,165481,SGBX
Citadel Advisors LLC,48585,2021-09-29,0.0040999999999999995,158872,SGBX
Northern Trust Corporation,18092,2021-09-29,0.0015,59160,SGBX
Schonfeld Strategic Advisors LLC,14600,2021-09-29,0.0012,47742,SGBX
"Renaissance Technologies, LLC",11773,2021-09-29,0.001,38497,SGBX
"Advisor Group, Inc.",6102,2021-09-29,0.0005,19953,SGBX
