Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",21570810,2021-09-29,0.1481,543584412,OUT
Blackrock Inc.,18402077,2021-09-29,0.1264,463732340,OUT
JP Morgan Chase & Company,6384874,2021-09-29,0.0438,160898824,OUT
Macquarie Group Limited,5194661,2021-09-29,0.035699999999999996,130905457,OUT
Invesco Ltd.,4634435,2021-09-29,0.0318,116787762,OUT
"Perry Creek Capital, LP",4077978,2021-09-29,0.027999999999999997,102765045,OUT
Citadel Advisors LLC,3821091,2021-09-29,0.0262,96291493,OUT
LaSalle Investment Management Securities LLC,3682121,2021-09-29,0.0253,92789449,OUT
Contour Asset Management LLC,3666569,2021-09-29,0.0252,92397538,OUT
"P2 Capital Partners, LLC",3254745,2021-09-29,0.022400000000000003,82019574,OUT
