Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,1500577,2021-09-29,0.0806,12514812,TCRX
"Baker Brothers Advisors, LLC",1425000,2021-09-29,0.0765,11884500,TCRX
"HHLR Advisors, LTD",1282976,2021-09-29,0.0689,10700019,TCRX
"RA Capital Management, L.P.",1255317,2021-09-29,0.0674,10469343,TCRX
Deer IX & Co. Ltd.,1245505,2021-09-29,0.0669,10387511,TCRX
"DC Funds, LP",630000,2021-09-29,0.0338,5254200,TCRX
Adage Capital Partners GP L.L.C.,496583,2021-09-29,0.026699999999999998,4141502,TCRX
"Vanguard Group, Inc. (The)",444894,2021-09-29,0.0239,3710415,TCRX
Tekla Capital Management LLCC.,200000,2021-09-29,0.010700000000000001,1668000,TCRX
"Wellington Management Group, LLP",139566,2021-09-29,0.0075,1163980,TCRX
