Holder,Shares,Date Reported,% Out,Value,ABV
"Sound Income Strategies, LLC",2306973,2021-09-29,0.0592,29506184,PFLT
Altshuler Shaham Ltd,1891245,2021-09-29,0.048600000000000004,24189023,PFLT
Van Eck Associates Corporation,549367,2021-09-29,0.0141,7026403,PFLT
"Two Sigma Advisers, LP",347075,2021-09-29,0.0089,4439089,PFLT
"Two Sigma Investments, LP",311533,2021-09-29,0.008,3984507,PFLT
"First Republic Investment Management, Inc.",292375,2021-09-29,0.0075,3739476,PFLT
Blackrock Inc.,271536,2021-09-29,0.006999999999999999,3472945,PFLT
"Relative Value Partners Group, LLC",267089,2021-09-29,0.0069,3416068,PFLT
"Advisor Group, Inc.",253545,2021-09-29,0.006500000000000001,3242840,PFLT
"Hennion & Walsh Asset Management, Inc.",239168,2021-09-29,0.0060999999999999995,3058958,PFLT
