Holder,Shares,Date Reported,% Out,Value,ABV
"ARK Investment Management, LLC",7585674,2021-09-29,0.09910000000000001,849064490,CRSP
Capital International Investors,4177667,2021-09-29,0.0546,467606267,CRSP
"Nikko Asset Management Americas, Inc.",3289516,2021-09-29,0.043,368195525,CRSP
"NEA Management Company, LLC",1590002,2021-09-29,0.0208,177968923,CRSP
Price (T.Rowe) Associates Inc,1184729,2021-09-29,0.0155,132606716,CRSP
Blackrock Inc.,1129284,2021-09-29,0.0148,126400758,CRSP
Macquarie Group Limited,984890,2021-09-29,0.0129,110238737,CRSP
Bellevue Group AG,974684,2021-09-29,0.0127,109096380,CRSP
"Loomis Sayles & Company, LP",925914,2021-09-29,0.0121,103637554,CRSP
Credit Suisse AG,912541,2021-09-29,0.011899999999999999,102140714,CRSP
