Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,20561182,2021-09-29,0.1819,265033635,RWT
"Vanguard Group, Inc. (The)",11899148,2021-09-29,0.10529999999999999,153380017,RWT
State Street Corporation,4003365,2021-09-29,0.0354,51603374,RWT
"FMR, LLC",2988219,2021-09-29,0.0264,38518142,RWT
Capital World Investors,2562000,2021-09-29,0.0227,33024180,RWT
JP Morgan Chase & Company,2249075,2021-09-29,0.0199,28990576,RWT
"Geode Capital Management, LLC",1906958,2021-09-29,0.0169,24580688,RWT
Millennium Management LLC,1717290,2021-09-29,0.0152,22135868,RWT
Bank Of New York Mellon Corporation,1707019,2021-09-29,0.0151,22003474,RWT
Morgan Stanley,1483766,2021-09-29,0.0131,19125743,RWT
