Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",6120509,2021-09-29,0.0431,3861429,ISR
Blackrock Inc.,2462795,2021-09-29,0.0174,1553777,ISR
"Perkins Capital Management, Inc.",1553000,2021-09-29,0.0109,979787,ISR
"Renaissance Technologies, LLC",1193633,2021-09-29,0.0084,753063,ISR
"Geode Capital Management, LLC",1119070,2021-09-29,0.0079,706021,ISR
Highland Private Wealth Management,847038,2021-09-29,0.006,534396,ISR
Bard Associates Inc.,548200,2021-09-29,0.0039000000000000003,345859,ISR
State Street Corporation,519042,2021-09-29,0.0037,327463,ISR
"Bridgeway Capital Management, Inc.",274000,2021-09-29,0.0019,172866,ISR
Northern Trust Corporation,261549,2021-09-29,0.0018,165011,ISR
