Holder,Shares,Date Reported,% Out,Value,ABV
"Casdin Capital, LLC",12389082,2021-09-29,0.0684,153500725,SLGC
"ARK Investment Management, LLC",6334312,2021-09-29,0.035,78482125,SLGC
Farallon Capital Management Llc,5826473,2021-09-29,0.0322,72190000,SLGC
"Foresite Capital Management V, LLC",5326472,2021-09-29,0.0294,65994988,SLGC
"Redmile Group, LLC",3972270,2021-09-29,0.0219,49216425,SLGC
"Weiss Multi-Strategy Advisers, LLC",2827882,2021-09-29,0.015600000000000001,35037457,SLGC
Corvex Management LP,2500000,2021-09-29,0.0138,30975000,SLGC
Millennium Management LLC,2431645,2021-09-29,0.0134,30128081,SLGC
SB Management Ltd,2200000,2021-09-29,0.0121,27258000,SLGC
Perceptive Advisors Llc,2050000,2021-09-29,0.0113,25399500,SLGC
