Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,2728582,2021-09-29,0.0647,40574014,GAN
"Wellington Management Group, LLP",2010591,2021-09-29,0.04769999999999999,29897488,GAN
Primecap Management Company,1890785,2021-09-29,0.044800000000000006,28115972,GAN
"Zimmer Partners, LP",1890419,2021-09-29,0.044800000000000006,28110530,GAN
"Ameriprise Financial, Inc.",1343742,2021-09-29,0.0318,19981443,GAN
"Geode Capital Management, LLC",741072,2021-09-29,0.0176,11019740,GAN
State Street Corporation,733206,2021-09-29,0.0174,10902773,GAN
"Vanguard Group, Inc. (The)",688681,2021-09-29,0.0163,10240686,GAN
Exchange Traded Concepts LLC,645240,2021-09-29,0.015300000000000001,9594718,GAN
"AWM Investment Company, Inc.",471870,2021-09-29,0.011200000000000002,7016706,GAN
