Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,121775,2021-09-29,0.021400000000000002,996119,SEED
Manufacturers Life Insurance Co.,59737,2021-09-29,0.0105,488648,SEED
Morgan Stanley,53014,2021-09-29,0.009300000000000001,433654,SEED
"FNY Investment Advisers, LLC",17100,2021-09-29,0.003,139878,SEED
"Geode Capital Management, LLC",11387,2021-09-29,0.002,93145,SEED
Oppenheimer & Company Inc.,10450,2021-09-29,0.0018,85481,SEED
Bank of America Corporation,7307,2021-09-29,0.0013,59771,SEED
"Advisor Group, Inc.",2400,2021-09-29,0.0004,19632,SEED
UBS Group AG,425,2021-09-29,0.0001,3476,SEED
