Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",42687325,2021-09-29,0.091,1841958073,MGM
Blackrock Inc.,26276055,2021-09-29,0.055999999999999994,1133811773,MGM
Price (T.Rowe) Associates Inc,25632997,2021-09-29,0.0547,1106063820,MGM
Corvex Management LP,15673778,2021-09-29,0.0334,676323520,MGM
State Street Corporation,15529774,2021-09-29,0.0331,670109748,MGM
"Srs Investment Management, Llc",11376600,2021-09-29,0.024300000000000002,490900290,MGM
Orbis Allan Gray Ltd,10829384,2021-09-29,0.0231,467287919,MGM
"Fred Alger Management, LLC",9144447,2021-09-29,0.0195,394582888,MGM
Canada Pension Plan Investment Board,8751000,2021-09-29,0.0187,377605650,MGM
"Geode Capital Management, LLC",7105259,2021-09-29,0.0152,306591925,MGM
