Holder,Shares,Date Reported,% Out,Value,ABV
Index Venture Associates V Ltd,5418459,2021-09-29,0.11220000000000001,41722134,SHPW
"AH Equity Partners III, L.L.C.",4500136,2021-09-29,0.0932,34651047,SHPW
"CVI Holdings, LLC",750000,2021-09-29,0.0155,5775000,SHPW
"XN Exponent Advisors, LLC",500000,2021-09-29,0.0104,3850000,SHPW
"Cohanzick Management, LLC",296760,2021-09-29,0.0060999999999999995,2285052,SHPW
"RiverPark Advisors, LLC",296760,2021-09-29,0.0060999999999999995,2285052,SHPW
Mizuho Securities USA LLC,286635,2021-09-29,0.0059,2207089,SHPW
"AH Equity Partners III (Parallel), L.L.C.",283881,2021-09-29,0.0059,2185883,SHPW
Karpus Management Inc,200000,2021-09-29,0.0040999999999999995,1540000,SHPW
Davidson Kempner Capital Management LP,150000,2021-09-29,0.0031,1155000,SHPW
