Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",15257919,2021-09-29,0.1045,2500772924,EXPE
"D1 Capital Partners, LP",11482642,2021-09-29,0.0786,1882005023,EXPE
Blackrock Inc.,9751219,2021-09-29,0.0668,1598224794,EXPE
Artisan Partners Limited Partnership,5859558,2021-09-29,0.0401,960381556,EXPE
State Street Corporation,5557916,2021-09-29,0.0381,910942432,EXPE
Price (T.Rowe) Associates Inc,4247798,2021-09-29,0.0291,696214092,EXPE
Par Capital Management Inc,4056066,2021-09-29,0.0278,664789217,EXPE
Melvin Capital Management LP,4000000,2021-09-29,0.0274,655600000,EXPE
Bank of America Corporation,3296982,2021-09-29,0.0226,540375349,EXPE
Voya Investment Management LLC,2705561,2021-09-29,0.018500000000000003,443441447,EXPE
