Holder,Shares,Date Reported,% Out,Value,ABV
Karpus Management Inc,2664006,2021-09-29,0.21109999999999998,26799900,RDBX
Omni Partners US LLC,1190529,2021-09-29,0.0943,11976721,RDBX
Beryl Capital Management LLC,1082327,2021-09-29,0.0858,10888209,RDBX
"Basso Capital Management, L.P.",931692,2021-09-29,0.0738,9372821,RDBX
Periscope Capital Inc.,750200,2021-09-29,0.059500000000000004,7547012,RDBX
Weiss Asset Management LP,570632,2021-09-29,0.0452,5740557,RDBX
"Falcon Edge Capital, LP",451894,2021-09-29,0.0358,4546053,RDBX
"Castle Creek Arbitrage, LLC",450000,2021-09-29,0.035699999999999996,4527000,RDBX
"Radcliffe Capital Management, L.P.",399905,2021-09-29,0.0317,4023044,RDBX
Berkley W R Corp,368697,2021-09-29,0.0292,3709091,RDBX
