Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,5741942,2021-09-29,0.0454,45935536,KYN
Cetera Advisor Networks LLC,5288269,2021-09-29,0.0418,42306152,KYN
Brown Advisory Inc.,2703639,2021-09-29,0.021400000000000002,21629112,KYN
Bank of America Corporation,2134651,2021-09-29,0.0169,17077208,KYN
Royal Bank of Canada,1276907,2021-09-29,0.0101,10215256,KYN
UBS Group AG,1259571,2021-09-29,0.01,10076568,KYN
Wells Fargo & Company,997676,2021-09-29,0.0079,7981408,KYN
"Raymond James & Associates, Inc.",858208,2021-09-29,0.0068000000000000005,6865664,KYN
Quantedge Capital Pte Ltd,718346,2021-09-29,0.005699999999999999,5746768,KYN
"Advisor Group, Inc.",660747,2021-09-29,0.0052,5285976,KYN
