0,1,ABV
Net Assets,,CTBB
NAV,,CTBB
PE Ratio (TTM),,CTBB
Yield,,CTBB
YTD Daily Total Return,,CTBB
Beta (5Y Monthly),,CTBB
Expense Ratio (net),,CTBB
Inception Date,,CTBB
