Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",15663936,2021-09-29,0.11539999999999999,2851149630,CDW
Blackrock Inc.,9414616,2021-09-29,0.0694,1713648404,CDW
"Select Equity Group, Inc.",6838216,2021-09-29,0.0504,1244692076,CDW
"Wellington Management Group, LLP",5473642,2021-09-29,0.0403,996312316,CDW
State Street Corporation,5332080,2021-09-29,0.0393,970545201,CDW
"AllianceBernstein, L.P.",4831432,2021-09-29,0.0356,879417252,CDW
Mawer Investment Management Limited,3619693,2021-09-29,0.026699999999999998,658856519,CDW
Amundi,3479144,2021-09-29,0.0256,633273790,CDW
"Neuberger Berman Group, LLC",2865232,2021-09-29,0.021099999999999997,521529528,CDW
"FMR, LLC",2545774,2021-09-29,0.018799999999999997,463381783,CDW
