0,1,ABV
Net Assets,,ECCY
NAV,,ECCY
PE Ratio (TTM),,ECCY
Yield,,ECCY
YTD Daily Total Return,,ECCY
Beta (5Y Monthly),,ECCY
Expense Ratio (net),,ECCY
Inception Date,,ECCY
