Holder,Shares,Date Reported,% Out,Value,ABV
Rafferty Asset Management,652633,2021-09-29,0.0437,2649689,INTZ
"Vanguard Group, Inc. (The)",470571,2021-09-29,0.0315,1910518,INTZ
"Redmond Asset Management, LLC",441293,2021-09-29,0.0296,1791649,INTZ
"United Capital Financial Advisers, LLC",323912,2021-09-29,0.0217,1315082,INTZ
Blackrock Inc.,277508,2021-09-29,0.018600000000000002,1126682,INTZ
Morgan Stanley,266065,2021-09-29,0.0178,1080223,INTZ
"Mirae Asset Global Investments Co., Ltd.",209142,2021-09-29,0.013999999999999999,849116,INTZ
"Geode Capital Management, LLC",141084,2021-09-29,0.0095,572801,INTZ
"Perritt Capital Management, Inc.",114800,2021-09-29,0.0077,466088,INTZ
"Susquehanna International Group, LLP",112670,2021-09-29,0.0075,457440,INTZ
