Holder,Shares,Date Reported,% Out,Value,ABV
"Wellington Management Group, LLP",22424269,2021-09-29,0.1192,1065377020,G
"FMR, LLC",20422559,2021-09-29,0.10859999999999999,970275778,G
Blackrock Inc.,16545507,2021-09-29,0.08800000000000001,786077037,G
"Vanguard Group, Inc. (The)",16530155,2021-09-29,0.08789999999999999,785347664,G
Nalanda India Equity Fund Ltd,13143983,2021-09-29,0.0699,624470632,G
Victory Capital Management Inc.,7111495,2021-09-29,0.0378,337867127,G
"AllianceBernstein, L.P.",6247714,2021-09-29,0.0332,296828892,G
Brown Advisory Inc.,5673439,2021-09-29,0.0302,269545086,G
FIL LTD,5029110,2021-09-29,0.026699999999999998,238933016,G
State Street Corporation,4082793,2021-09-29,0.0217,193973495,G
