Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,4873561,2021-12-30,0.19510000000000002,230373228,CHCT
"Vanguard Group, Inc. (The)",2792647,2021-12-30,0.1118,132008423,CHCT
State Street Corporation,1345855,2021-12-30,0.053899999999999997,63618565,CHCT
Price (T.Rowe) Associates Inc,1039016,2021-12-30,0.0416,49114286,CHCT
Westwood Holdings Group Inc.,842999,2021-09-29,0.0337,38095124,CHCT
Bank Of New York Mellon Corporation,676024,2021-12-30,0.0271,31955654,CHCT
Cardinal Capital Management LLC,652737,2021-12-30,0.026099999999999998,30854877,CHCT
"Aristotle Capital Boston, LLC",616912,2021-12-30,0.024700000000000003,29161430,CHCT
Royal Bank of Canada,529079,2021-12-30,0.0212,25009564,CHCT
"Prudential Financial, Inc.",519371,2021-12-30,0.0208,24550667,CHCT
