Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,10865647,2021-09-29,0.1242,422890981,KBH
"Vanguard Group, Inc. (The)",8225417,2021-09-29,0.094,320133229,KBH
"AllianceBernstein, L.P.",3906822,2021-09-29,0.0447,152053512,KBH
"FMR, LLC",3870889,2021-09-29,0.0443,150654999,KBH
Macquarie Group Limited,3800144,2021-09-29,0.0434,147901604,KBH
Dimensional Fund Advisors LP,2972346,2021-09-29,0.034,115683706,KBH
Capital World Investors,2957918,2021-09-29,0.0338,115122168,KBH
State Street Corporation,2647628,2021-09-29,0.030299999999999997,103045681,KBH
"Fisher Asset Management, LLC",2461326,2021-09-29,0.0281,95794807,KBH
"Balyasny Asset Management, LP",1716007,2021-09-29,0.0196,66786992,KBH
