Holder,Shares,Date Reported,% Out,Value,ABV
Bank of America Corporation,773663,2021-12-30,0.058499999999999996,10165931,GLQ
Morgan Stanley,356084,2021-12-30,0.0269,4678943,GLQ
"Guggenheim Capital, LLC",330482,2021-12-30,0.025,4342533,GLQ
"Advisors Asset Management, Inc.",326235,2021-12-30,0.024700000000000003,4286727,GLQ
Rockefeller Capital Management L.P.,245521,2021-12-30,0.018600000000000002,3226145,GLQ
"Advisor Group, Inc.",141179,2021-12-30,0.010700000000000001,1855092,GLQ
LPL Financial LLC,124656,2021-12-30,0.009399999999999999,1637979,GLQ
"Aviance Capital Partners, LLC",105639,2021-12-30,0.008,1388096,GLQ
"Centaurus Financial, Inc.",87129,2021-12-30,0.0066,1144875,GLQ
"Shaker Financial Services, LLC",73302,2021-12-30,0.0055000000000000005,963188,GLQ
