Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",1786599,2021-09-29,0.11359999999999999,830982926,CHE
Blackrock Inc.,1356900,2021-09-29,0.0863,631121328,CHE
"Neuberger Berman Group, LLC",584270,2021-09-29,0.0371,271755662,CHE
Kayne Anderson Rudnick Investment Management LLC,463125,2021-09-29,0.0294,215408700,CHE
"Wellington Management Group, LLP",423816,2021-09-29,0.0269,197125297,CHE
State Street Corporation,422161,2021-09-29,0.0268,196355524,CHE
Wells Fargo & Company,393010,2021-09-29,0.025,182796811,CHE
"Ameriprise Financial, Inc.",386481,2021-09-29,0.0246,179760042,CHE
"William Blair Investment Management, LLC",341857,2021-09-29,0.0217,159004527,CHE
Acadian Asset Management. LLC,316853,2021-09-29,0.020099999999999996,147374667,CHE
