Holder,Shares,Date Reported,% Out,Value,ABV
"ValueAct Holdings, L.P.",15005855,2021-09-29,0.15410000000000001,407709080,TRN
Capital International Investors,12832084,2021-09-29,0.1318,348647722,TRN
Blackrock Inc.,8996897,2021-09-29,0.0924,244445691,TRN
"Vanguard Group, Inc. (The)",8377389,2021-09-29,0.086,227613659,TRN
Dimensional Fund Advisors LP,6145253,2021-09-29,0.06309999999999999,166966524,TRN
State Street Corporation,2767540,2021-09-29,0.028399999999999998,75194061,TRN
Cardinal Capital Management LLC,2042739,2021-09-29,0.021,55501218,TRN
"Cooperman, Leon G.",1950000,2021-09-29,0.02,52981500,TRN
Bank Of New York Mellon Corporation,1636571,2021-09-29,0.0168,44465634,TRN
"Fiduciary Management, Inc.",1526981,2021-09-29,0.015700000000000002,41488073,TRN
