Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,138084,2021-09-29,0.0202,3439672,JPT
"Advisor Group, Inc.",93230,2021-09-29,0.013600000000000001,2322359,JPT
Bank of America Corporation,89749,2021-09-29,0.0131,2235647,JPT
Janney Montgomery Scott LLC,88502,2021-09-29,0.0129,2204584,JPT
"Greatmark Investment Partners, Inc.",86890,2021-09-29,0.0127,2164429,JPT
Wells Fargo & Company,79972,2021-09-29,0.011699999999999999,1992102,JPT
SIT Investment Associates Inc,68671,2021-09-29,0.01,1710594,JPT
Stifel Financial Corporation,55587,2021-09-29,0.008100000000000001,1384672,JPT
Davenport & Company LLC/Va,43200,2021-09-29,0.0063,1076112,JPT
UBS Group AG,33634,2021-09-29,0.0049,837822,JPT
