Holder,Shares,Date Reported,% Out,Value,ABV
Parametric Portfolio Associates LLC,2359177,2021-12-30,0.0859,38029933,JRI
"Relative Value Partners Group, LLC",597477,2021-12-30,0.0218,9631329,JRI
SIT Investment Associates Inc,439997,2021-12-30,0.016,7092751,JRI
Dubuque Bank & Trust Company,286073,2021-12-30,0.0104,4611496,JRI
Wells Fargo & Company,247193,2021-12-30,0.009000000000000001,3984751,JRI
Morgan Stanley,205813,2021-12-30,0.0075,3317705,JRI
"Herzfeld (Thomas J.) Advisors, Inc",185920,2021-12-30,0.0068000000000000005,2997030,JRI
UBS Group AG,183099,2021-12-30,0.0067,2951555,JRI
"Camelot Portfolios, LLC",177741,2021-12-30,0.006500000000000001,2865184,JRI
GraniteShares Advisors LLC,164664,2021-12-30,0.006,2654383,JRI
