Holder,Shares,Date Reported,% Out,Value,ABV
Caledonia (Private) Investments Pty Ltd,36394056,2021-09-29,0.19440000000000002,3207772095,Z
Morgan Stanley,14948235,2021-09-29,0.07980000000000001,1317537432,Z
"Vanguard Group, Inc. (The)",12938455,2021-09-29,0.0691,1140395423,Z
"ARK Investment Management, LLC",11286900,2021-09-29,0.0603,994827366,Z
Baillie Gifford and Company,8597495,2021-09-29,0.045899999999999996,757783209,Z
Blackrock Inc.,8596745,2021-09-29,0.045899999999999996,757717104,Z
"Sumitomo Mitsui Trust Holdings, Inc.",8409701,2021-09-29,0.0449,741231046,Z
"Nikko Asset Management Americas, Inc.",7800295,2021-09-29,0.0417,687518001,Z
"Srs Investment Management, Llc",7304499,2021-09-29,0.039,643818541,Z
Coatue Management Llc,4756444,2021-09-29,0.0254,419232974,Z
