Holder,Shares,Date Reported,% Out,Value,ABV
Price (T.Rowe) Associates Inc,2246918,2021-09-29,0.16449999999999998,48735651,CDR
Lsv Asset Management,689482,2021-09-29,0.050499999999999996,14954864,CDR
"Vanguard Group, Inc. (The)",493394,2021-09-29,0.0361,10701715,CDR
Blackrock Inc.,245307,2021-09-29,0.018000000000000002,5320708,CDR
"Boothbay Fund Management, LLC",239392,2021-09-29,0.0175,5192412,CDR
Millennium Management LLC,191104,2021-09-29,0.013999999999999999,4145045,CDR
Acadian Asset Management. LLC,146224,2021-09-29,0.010700000000000001,3171598,CDR
"Cruiser Capital Advisors, LLC",142578,2021-09-29,0.0104,3092516,CDR
Dimensional Fund Advisors LP,134313,2021-09-29,0.0098,2913248,CDR
UBS O'Connor LLC,118600,2021-09-29,0.0087,2572434,CDR
