0,1,ABV
Net Assets,,CTDD
NAV,,CTDD
PE Ratio (TTM),,CTDD
Yield,,CTDD
YTD Daily Total Return,,CTDD
Beta (5Y Monthly),,CTDD
Expense Ratio (net),,CTDD
Inception Date,,CTDD
