Holder,Shares,Date Reported,% Out,Value,ABV
Parametric Portfolio Associates,1436451,2021-09-29,0.0993,22724654,AIF
"Saba Capital Management, L.P.",1168404,2021-09-29,0.0808,18484151,AIF
Morgan Stanley,661997,2021-09-29,0.0458,10472792,AIF
Wells Fargo & Company,526621,2021-09-29,0.0364,8331144,AIF
SIT Investment Associates Inc,489334,2021-09-29,0.0338,7741263,AIF
"Advisors Asset Management, Inc.",361479,2021-09-29,0.025,5718597,AIF
"Herzfeld (Thomas J.) Advisors, Inc",262524,2021-09-29,0.0182,4153129,AIF
"Shaker Financial Services, LLC",184150,2021-09-29,0.0127,2913253,AIF
"Bulldog Investors, LLC",170405,2021-09-29,0.0118,2695807,AIF
Bank of America Corporation,158109,2021-09-29,0.0109,2501284,AIF
