Holder,Shares,Date Reported,% Out,Value,ABV
"Neuberger Berman Group, LLC",3776179,2021-09-29,0.0216,132770453,PYCR
JP Morgan Chase & Company,2539182,2021-09-29,0.0146,89277639,PYCR
"ClearBridge Investments, LLC",2182313,2021-09-29,0.0125,76730125,PYCR
Massachusetts Financial Services Co.,1977621,2021-09-29,0.0113,69533154,PYCR
Price (T.Rowe) Associates Inc,1826684,2021-09-29,0.0105,64226209,PYCR
"American Century Companies, Inc.",1608678,2021-09-29,0.0092,56561118,PYCR
"Franklin Resources, Inc.",1555795,2021-09-29,0.0089,54701752,PYCR
"Vanguard Group, Inc. (The)",1466840,2021-09-29,0.0084,51574094,PYCR
Macquarie Group Limited,870925,2021-09-29,0.005,30621723,PYCR
"Ameriprise Financial, Inc.",866359,2021-09-29,0.005,30461182,PYCR
