Holder,Shares,Date Reported,% Out,Value,ABV
Spruce House Investment Management LLC,14000000,2021-09-29,0.0984,157780000,LTCH
"Vanguard Group, Inc. (The)",7705736,2021-09-29,0.0542,86843644,LTCH
Morgan Stanley,5651055,2021-09-29,0.0397,63687389,LTCH
Brookfield Asset Management Inc.,4733715,2021-09-29,0.0333,53348968,LTCH
Blackrock Inc.,4654890,2021-09-29,0.0327,52460610,LTCH
Massachusetts Financial Services Co.,3045710,2021-09-29,0.021400000000000002,34325151,LTCH
"FMR, LLC",2864187,2021-09-29,0.020099999999999996,32279387,LTCH
ArrowMark Colorado Holdings LLC,1611368,2021-09-29,0.0113,18160117,LTCH
"Wellington Management Group, LLP",1470000,2021-09-29,0.0103,16566900,LTCH
"Geode Capital Management, LLC",820480,2021-09-29,0.0058,9246809,LTCH
