Holder,Shares,Date Reported,% Out,Value,ABV
Capital Management Corporation,441185,2021-09-29,0.12390000000000001,14444396,ACU
North Star Investment Management Corp,394501,2021-09-29,0.1108,12915962,ACU
"Renaissance Technologies, LLC",187695,2021-09-29,0.0527,6145134,ACU
Dimensional Fund Advisors LP,178290,2021-09-29,0.0501,5837214,ACU
Royce & Associates LP,136055,2021-09-29,0.0382,4454440,ACU
FIL LTD,133172,2021-09-29,0.0374,4360051,ACU
Bard Associates Inc.,124853,2021-09-29,0.0351,4087687,ACU
"Vanguard Group, Inc. (The)",115477,2021-09-29,0.032400000000000005,3780716,ACU
"Bridgeway Capital Management, Inc.",74735,2021-09-29,0.021,2446823,ACU
"Mork Capital Management, LLC",70000,2021-09-29,0.0197,2291800,ACU
