Holder,Shares,Date Reported,% Out,Value,ABV
"Buckingham Strategic Wealth, LLC",16396,2021-09-29,0.006999999999999999,265451,NOM
"Smith, Moore & Company",15777,2021-09-29,0.0067,255429,NOM
Central Trust & Investment Company,10302,2021-09-29,0.0044,166789,NOM
Bank of America Corporation,9000,2021-09-29,0.0038,145710,NOM
Royal Bank of Canada,5400,2021-09-29,0.0023,87426,NOM
Wells Fargo & Company,4499,2021-09-29,0.0019,72838,NOM
Morgan Stanley,3300,2021-09-29,0.0014000000000000002,53427,NOM
"Reilly Financial Advisors, LLC",3242,2021-09-29,0.0014000000000000002,52487,NOM
