Holder,Shares,Date Reported,% Out,Value,ABV
"Goldman Sachs Group, Inc.",1730189,2021-09-29,0.050199999999999995,16696323,PTOC
Marshall Wace LLP,1663385,2021-09-29,0.0482,16051665,PTOC
"Saba Capital Management, L.P.",1529743,2021-09-29,0.0443,14762019,PTOC
Linden Advisors LP,1200000,2021-09-29,0.0348,11580000,PTOC
Altshuler Shaham Ltd,1148000,2021-09-29,0.0333,11078200,PTOC
"MMCAP International, Inc. SPC",1117306,2021-09-29,0.032400000000000005,10782002,PTOC
Hudson Bay Capital Management Lp,1101459,2021-09-29,0.0319,10629079,PTOC
"CVI Holdings, LLC",1000000,2021-09-29,0.028999999999999998,9650000,PTOC
Millennium Management LLC,861585,2021-09-29,0.025,8314295,PTOC
"Shaw D.E. & Co., Inc.",857611,2021-09-29,0.024900000000000002,8275946,PTOC
