Holder,Shares,Date Reported,% Out,Value,ABV
Macquarie Group Limited,3523045,2021-09-29,0.08960000000000001,73420257,SOHU
"Renaissance Technologies, LLC",1961855,2021-09-29,0.0499,40885058,SOHU
Citadel Advisors LLC,1203823,2021-09-29,0.030600000000000002,25087671,SOHU
"Vanguard Group, Inc. (The)",943887,2021-09-29,0.024,19670605,SOHU
Blackrock Inc.,899729,2021-09-29,0.0229,18750352,SOHU
"HHLR Advisors, LTD",802034,2021-09-29,0.0204,16714388,SOHU
Norges Bank Investment Management,477274,2020-12-30,0.0121,7607747,SOHU
Acadian Asset Management. LLC,442453,2021-09-29,0.0113,9220720,SOHU
Millennium Management LLC,354263,2021-09-29,0.009000000000000001,7382840,SOHU
Jacob Asset Management of New York LLC,338992,2021-09-29,0.0086,7064593,SOHU
