Holder,Shares,Date Reported,% Out,Value,ABV
Mackay Shields LLC,1216218,2021-12-30,0.053899999999999997,17635161,MQT
"Hennion & Walsh Asset Management, Inc.",491386,2021-12-30,0.0218,7125097,MQT
"Guggenheim Capital, LLC",325974,2021-12-30,0.014499999999999999,4726623,MQT
SIT Investment Associates Inc,281510,2021-12-30,0.0125,4081895,MQT
Bank of America Corporation,267442,2021-12-30,0.011899999999999999,3877909,MQT
"Rivernorth Capital Management, Llc",233745,2021-09-29,0.0104,3363590,MQT
Stifel Financial Corporation,223499,2021-12-30,0.009899999999999999,3240735,MQT
"Advisors Asset Management, Inc.",198271,2021-12-30,0.0088,2874929,MQT
UBS Group AG,182697,2021-12-30,0.008100000000000001,2649106,MQT
"Raymond James & Associates, Inc.",182276,2021-12-30,0.008100000000000001,2643002,MQT
