Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,5615478,2021-09-29,0.09849999999999999,451315966,WTFC
"Vanguard Group, Inc. (The)",5274773,2021-09-29,0.0925,423933506,WTFC
"FMR, LLC",4260956,2021-09-29,0.0747,342453033,WTFC
Dimensional Fund Advisors LP,2649342,2021-09-29,0.04650000000000001,212927616,WTFC
State Street Corporation,2398029,2021-09-29,0.0421,192729590,WTFC
JP Morgan Chase & Company,1904506,2021-09-29,0.0334,153065147,WTFC
Massachusetts Financial Services Co.,1687745,2021-09-29,0.0296,135644065,WTFC
"AllianceBernstein, L.P.",1569614,2021-09-29,0.0275,126149877,WTFC
"Federated Hermes, Inc.",1293332,2021-09-29,0.0227,103945092,WTFC
Norges Bank Investment Management,940318,2020-12-30,0.0165,57444026,WTFC
