Holder,Shares,Date Reported,% Out,Value,ABV
Victory Capital Management Inc.,3170199,2021-09-29,0.1079,21620757,EQ
"Vanguard Group, Inc. (The)",850077,2021-09-29,0.028900000000000002,5797525,EQ
"Samsara BioCapital, LLC",738176,2021-09-29,0.025099999999999997,5034360,EQ
"Franklin Resources, Inc.",700000,2021-09-29,0.023799999999999998,4774000,EQ
"Tang Capital Management, LLC",600000,2021-09-29,0.0204,4092000,EQ
Deutsche Bank Aktiengesellschaft,356461,2021-09-29,0.0121,2431064,EQ
"FMR, LLC",209800,2021-09-29,0.0070999999999999995,1430836,EQ
"DCF Advisers, LLC",185666,2021-09-29,0.0063,1266242,EQ
"Geode Capital Management, LLC",154185,2021-09-29,0.0052,1051541,EQ
"Bridgeway Capital Management, Inc.",106200,2021-09-29,0.0036,724284,EQ
