Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,303911,2021-09-29,0.0199,3045188,NNY
UBS Group AG,269085,2021-09-29,0.0177,2696231,NNY
"Tortoise Investment Management, LLC",240196,2021-09-29,0.0158,2406763,NNY
"Penbrook Management, LLC",213727,2021-09-29,0.013999999999999999,2141544,NNY
Karpus Management Inc,127741,2021-09-29,0.0084,1279964,NNY
"Rivernorth Capital Management, Llc",63139,2021-09-29,0.0040999999999999995,632652,NNY
Wells Fargo & Company,61050,2021-09-29,0.004,611721,NNY
"Guggenheim Capital, LLC",53218,2021-09-29,0.0034999999999999996,533244,NNY
Cambridge Investment Research Advisors Inc.,50300,2021-09-29,0.0033,504006,NNY
"Kestra Advisory Services, LLC",45036,2021-09-29,0.003,451260,NNY
