Holder,Shares,Date Reported,% Out,Value,ABV
"American Century Companies, Inc.",1435861,2021-09-29,0.1067,57735970,ONEW
"Gilder, Gagnon, Howe & Co.",992673,2021-09-29,0.0737,39915381,ONEW
Blackrock Inc.,664979,2021-09-29,0.049400000000000006,26738805,ONEW
Royce & Associates LP,536108,2021-09-29,0.0398,21556902,ONEW
"Vanguard Group, Inc. (The)",472482,2021-09-29,0.0351,18998501,ONEW
General Equity Holdings LP,393406,2021-09-29,0.0292,15818855,ONEW
"ACK Asset Management, LLC",310104,2021-09-29,0.023,12469281,ONEW
"FMR, LLC",298716,2021-09-29,0.0222,12011370,ONEW
State Street Corporation,227139,2021-09-29,0.0169,9133259,ONEW
Acadian Asset Management. LLC,218483,2021-09-29,0.016200000000000003,8785201,ONEW
