Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,2919572,2021-09-29,0.152,56931654,MPAA
Global Alpha Capital Management Ltd.,2124556,2021-09-29,0.1106,41428842,MPAA
Pzena Investment Management Llc,1767003,2021-09-29,0.092,34456558,MPAA
Dimensional Fund Advisors LP,1437528,2021-09-29,0.07490000000000001,28031796,MPAA
"Vanguard Group, Inc. (The)",1250739,2021-09-29,0.06509999999999999,24389410,MPAA
"Private Capital Management, Inc.",1056076,2021-09-29,0.055,20593482,MPAA
"Wellington Management Group, LLP",682042,2021-09-29,0.0355,13299819,MPAA
State Street Corporation,584117,2021-09-29,0.0304,11390281,MPAA
"Ameriprise Financial, Inc.",452157,2021-09-29,0.0235,8817061,MPAA
Granahan Investment Management Inc.,389926,2021-09-29,0.0203,7603557,MPAA
