Holder,Shares,Date Reported,% Out,Value,ABV
"Raymond James & Associates, Inc.",487611,2021-12-30,0.0225,3915516,MHF
Morgan Stanley,439281,2021-12-30,0.0203,3527426,MHF
"Raymond James Financial Services Advisors, Inc.",391791,2021-12-30,0.0181,3146081,MHF
"Baird Financial Group, Inc.",158705,2021-12-30,0.0073,1274401,MHF
Bank of America Corporation,146077,2021-12-30,0.0068000000000000005,1172998,MHF
"Guggenheim Capital, LLC",134741,2021-12-30,0.0062,1081970,MHF
Cambridge Investment Research Advisors Inc.,128137,2021-12-30,0.0059,1028940,MHF
Janney Montgomery Scott LLC,121582,2021-12-30,0.005600000000000001,976303,MHF
Wells Fargo & Company,95391,2021-12-30,0.0044,765989,MHF
Prospera Financial Services,77269,2021-12-30,0.0036,620470,MHF
