Holder,Shares,Date Reported,% Out,Value,ABV
"ACON Equity Management, L.L.C.",9888868,2021-09-29,0.2477,180076286,FNKO
"Woodson Capital Management, LP",4264779,2021-09-29,0.10679999999999999,77661625,FNKO
Blackrock Inc.,1737602,2021-09-29,0.0435,31641732,FNKO
Massachusetts Financial Services Co.,1406191,2021-09-29,0.0352,25606738,FNKO
Hood River Capital Management LLC,1393910,2021-09-29,0.0349,25383101,FNKO
"Vanguard Group, Inc. (The)",1266950,2021-09-29,0.0317,23071159,FNKO
Bank Of New York Mellon Corporation,871024,2021-09-29,0.0218,15861347,FNKO
No Street GP LP,725000,2021-09-29,0.0182,13202250,FNKO
"Driehaus Capital Management, LLC",655268,2021-09-29,0.016399999999999998,11932430,FNKO
"Two Sigma Advisers, LP",647100,2021-09-29,0.016200000000000003,11783691,FNKO
