Holder,Shares,Date Reported,% Out,Value,ABV
Magnetar Financial LLC,1423261,2021-06-29,0.0689,14631123,LCAPU
Millennium Management LLC,250000,2021-06-29,0.0121,2570000,LCAPU
"Yakira Capital Management, Inc.",137164,2021-06-29,0.0066,1410045,LCAPU
HRT Financial LLC,101399,2021-06-29,0.0049,1042381,LCAPU
"Westchester Capital Management, LLC",100500,2021-06-29,0.0049,1033140,LCAPU
Glazer Capital LLC,94204,2021-06-29,0.0046,968417,LCAPU
Virtu Financial LLC,68481,2021-06-29,0.0033,703984,LCAPU
Nomura Holdings Inc.,55000,2021-06-29,0.0027,565400,LCAPU
Landscape Capital Management LLC,21000,2021-06-29,0.001,215880,LCAPU
Shay Capital LLC,20150,2021-06-29,0.001,207142,LCAPU
