Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,4703518,2021-09-29,0.0535,40168043,PAVM
"Vanguard Group, Inc. (The)",4164020,2021-09-29,0.047400000000000005,35560730,PAVM
State Street Corporation,2654358,2021-09-29,0.0302,22668217,PAVM
"FMR, LLC",1413201,2021-09-29,0.0161,12068736,PAVM
"Geode Capital Management, LLC",1217618,2021-09-29,0.0138,10398457,PAVM
Morgan Stanley,1139276,2021-09-29,0.013000000000000001,9729417,PAVM
Nuveen Asset Management,845590,2021-09-29,0.0096,7221338,PAVM
"Eam Investors, LLC",769387,2021-09-29,0.0087,6570564,PAVM
Northern Trust Corporation,672979,2021-09-29,0.0077,5747240,PAVM
Parametric Portfolio Associates,415454,2021-09-29,0.004699999999999999,3547977,PAVM
