Holder,Shares,Date Reported,% Out,Value,ABV
JP Morgan Chase & Company,767286,2021-09-29,0.0478,11869914,SUNS
"First Republic Investment Management, Inc.",317345,2021-09-29,0.019799999999999998,4909327,SUNS
"Advisors Asset Management, Inc.",143650,2021-09-29,0.009000000000000001,2222265,SUNS
Blackrock Inc.,105046,2021-09-29,0.006500000000000001,1625061,SUNS
Legal & General Group PLC,98392,2021-09-29,0.0060999999999999995,1522124,SUNS
Royal Bank of Canada,93346,2021-09-29,0.0058,1444062,SUNS
Mackenzie Financial Corporation,78428,2021-09-29,0.0049,1213281,SUNS
"Two Sigma Advisers, LP",70996,2021-09-29,0.0044,1098308,SUNS
"Two Sigma Investments, LP",65513,2021-09-29,0.0040999999999999995,1013486,SUNS
"Blair (William) & Company, L.L.C.",48631,2021-09-29,0.003,752321,SUNS
