Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,25091485,2021-09-29,0.1253,827015345,OGE
"Vanguard Group, Inc. (The)",19932441,2021-09-29,0.09960000000000001,656973255,OGE
"FMR, LLC",5539925,2021-09-29,0.0277,182595928,OGE
State Street Corporation,5471150,2021-09-29,0.0273,180329104,OGE
"Thompson, Siegel & Walmsley LLC",3410325,2021-09-29,0.017,112404312,OGE
Bank Of New York Mellon Corporation,2750604,2021-09-29,0.0137,90659907,OGE
"Geode Capital Management, LLC",2697875,2021-09-29,0.013500000000000002,88921960,OGE
Artisan Partners Limited Partnership,2596889,2021-09-29,0.013000000000000001,85593461,OGE
Duff & Phelps Investment Management Company,2300000,2021-09-29,0.0115,75808000,OGE
First Trust Advisors Lp,2207180,2021-09-29,0.011000000000000001,72748652,OGE
