Holder,Shares,Date Reported,% Out,Value,ABV
"Levin Capital Strategies, LP",1401455,2021-09-29,0.0508,13706229,EPWR
"Aristeia Capital, LLC",1200000,2021-09-29,0.0435,11736000,EPWR
Hudson Bay Capital Management Lp,1171455,2021-09-29,0.0424,11456829,EPWR
Clal Insurance Enterprises Holdings Ltd,1070000,2021-09-29,0.0388,10464600,EPWR
"Goldman Sachs Group, Inc.",1019212,2021-09-29,0.0369,9967893,EPWR
Citadel Advisors LLC,987347,2021-09-29,0.0358,9656253,EPWR
Millennium Management LLC,927075,2021-09-29,0.0336,9066793,EPWR
Marshall Wace LLP,916966,2021-09-29,0.0332,8967927,EPWR
"Basso Capital Management, L.P.",902744,2021-09-29,0.0327,8828836,EPWR
Beryl Capital Management LLC,734629,2021-09-29,0.026600000000000002,7184671,EPWR
