Holder,Shares,Date Reported,% Out,Value,ABV
"Renaissance Technologies, LLC",3611560,2021-09-29,0.0837,10654102,ARC
"Pacific Ridge Capital Partners, LLC",2137154,2021-09-29,0.0496,6304604,ARC
"Vanguard Group, Inc. (The)",1639548,2021-09-29,0.038,4836666,ARC
Blackrock Inc.,1423327,2021-09-29,0.033,4198814,ARC
"Verdad Advisers, LP",1315000,2021-09-29,0.0305,3879250,ARC
"Bridgeway Capital Management, Inc.",1075900,2021-09-29,0.024900000000000002,3173905,ARC
Acadian Asset Management. LLC,1050658,2021-09-29,0.024399999999999998,3099441,ARC
JB Capital Partners LP,974700,2021-09-29,0.0226,2875365,ARC
North Star Investment Management Corp,810428,2021-09-29,0.018799999999999997,2390762,ARC
Victory Capital Management Inc.,727134,2021-09-29,0.0169,2145045,ARC
