Holder,Shares,Date Reported,% Out,Value,ABV
"Wellington Management Group, LLP",12814259,2021-09-29,0.052300000000000006,740792312,AER
Wells Fargo & Company,8881897,2021-09-29,0.0363,513462465,AER
"FMR, LLC",6795015,2021-09-29,0.0277,392819817,AER
Eagle Capital Management LLC,6615776,2021-09-29,0.027000000000000003,382458010,AER
"Cooke & Bieler, Inc",5133857,2021-09-29,0.021,296788273,AER
Lyrical Asset Management LP,4628756,2021-09-29,0.0189,267588384,AER
"Barrow, Hanley Mewhinney & Strauss, LLC",4053262,2021-09-29,0.0166,234319076,AER
Smith (Donald) & Company Inc.,3994334,2021-09-29,0.0163,230912448,AER
"AllianceBernstein, L.P.",3115814,2021-09-29,0.0127,180125207,AER
Blackrock Inc.,3004494,2021-09-29,0.0123,173689798,AER
