Holder,Shares,Date Reported,% Out,Value,ABV
Schonfeld Strategic Advisors LLC,429682,2021-09-29,0.0024,799208,REAX
"K2 Principal Fund, L.P.",382450,2021-09-29,0.0021,711357,REAX
First Manhattan Company,358828,2021-09-29,0.002,667420,REAX
Credit Suisse AG,263100,2021-09-29,0.0015,489366,REAX
"Lindbrook Capital, Llc",97700,2021-09-29,0.0005,181722,REAX
Wealth Alliance,53316,2021-09-29,0.0003,99167,REAX
Creative Planning,50568,2021-09-29,0.0003,94056,REAX
"Black Swift Group, LLC",40000,2021-09-29,0.0002,74400,REAX
"Traynor Capital Management, Inc.",30000,2021-09-29,0.0002,55800,REAX
Royal Bank of Canada,16500,2021-09-29,0.0001,30690,REAX
