Holder,Shares,Date Reported,% Out,Value,ABV
"Masters Capital Management, LLC",1500000,2021-09-29,0.013500000000000002,2280000,TMDI
Essex LLC,1484583,2021-09-29,0.0134,2256566,TMDI
Morgan Stanley,179747,2021-09-29,0.0016,273215,TMDI
"Cito Capital Group, LLC",175000,2021-09-29,0.0016,266000,TMDI
Bank of America Corporation,148629,2021-09-29,0.0013,225916,TMDI
Capital One Financial Corporation,100000,2021-09-29,0.0009,152000,TMDI
"Two Sigma Advisers, LP",88300,2021-09-29,0.0008,134216,TMDI
"Renaissance Technologies, LLC",85785,2021-09-29,0.0008,130393,TMDI
JP Morgan Chase & Company,75900,2021-09-29,0.0007000000000000001,115368,TMDI
"Stratos Wealth Partners, Ltd.",72348,2021-12-30,0.0007000000000000001,45224,TMDI
