Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",21446203,2021-09-29,0.11810000000000001,3625266155,AWK
Blackrock Inc.,15286560,2021-09-29,0.0842,2584040102,AWK
State Street Corporation,9601012,2021-09-29,0.0529,1622955068,AWK
Pictet Asset Management SA,6308241,2021-09-29,0.0347,1066345058,AWK
Impax Asset Management Group Plc,5576780,2021-09-29,0.030699999999999998,942698891,AWK
Deutsche Bank Aktiengesellschaft,4113296,2021-09-29,0.0227,695311555,AWK
"Geode Capital Management, LLC",3499947,2021-09-29,0.019299999999999998,591631040,AWK
Northern Trust Corporation,3388354,2021-09-29,0.0187,572767360,AWK
Bank of America Corporation,3232698,2021-09-29,0.0178,546455269,AWK
Wells Fargo & Company,3180587,2021-09-29,0.0175,537646426,AWK
